Year,Educational Level,Academic Level,Type of Educational Institution,Region,State,Type of University,University Name,General Field,Field,Specialization,Education type,Gender,Nationality,Number of Students
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,أنثى,سعودي,35
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الإحساء,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,منتظم,ذكر,سعودي,28
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,القصيم,عنيزة,جامعة,جامعة القصيم,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,منتظم,أنثى,سعودي,280
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الإمام محمد بن سعود الإسلامية,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,منتظم,ذكر,سعودي,210
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الإمام محمد بن سعود الإسلامية,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,منتظم,ذكر,غير سعودي,4
1/1/2015,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,المدينة المنورة,المدينة المنورة,جامعة,جامعة طيبة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,منتظم,أنثى,سعودي,208
1/1/2014,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,المدينة المنورة,الحناكية,جامعة,جامعة طيبة,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,منتظم,أنثى,غير سعودي,1
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الصحة والرفاة,الصحة,التمريض والقبالة,منتظم,أنثى,سعودي,261
1/1/2017,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الصحة والرفاة,الصحة,الطب,منتظم,أنثى,سعودي,6
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الإمام محمد بن سعود الإسلامية,الفنون والعلوم الإنسانية,اللغات,إكتساب اللغات,منتظم,ذكر,سعودي,648
1/1/2015,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,التعليم,التعليم,علم التربية,موازي,أنثى,سعودي,8
1/1/2013,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,الطائف,جامعة,جامعة الطائف,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,البيولوجيا,منتظم,أنثى,غير سعودي,2
1/1/2013,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,منتظم,ذكر,سعودي,73
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,منتظم,أنثى,سعودي,1
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الجوف,سكاكا,جامعة,جامعة الجوف,الأعمال والإدارة والقانون,القانون,القانون,منتظم,ذكر,سعودي,5
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,القصيم,بريدة,جامعة,جامعة القصيم,الصحة والرفاة,الصحة,دراسات طب الأسنان,منتظم,أنثى,سعودي,100
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,أنثى,سعودي,57
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الأميرة نورة بنت عبدالرحمن,الصحة والرفاة,الصحة,دراسات طب الأسنان,منتظم,أنثى,سعودي,79
1/1/2014,بكالوريوس,بكالوريوس,جامعات وكليات أهلية,الرياض,الرياض,كلية,كلية العناية الطبية الأهلية,الصحة والرفاة,الصحة,التشخيص الطبي وتكنولوجيا العلاج,منتظم,ذكر,سعودي,53
1/1/2017,دراسات عليا,ماجستير,جامعات حكومية,الشرقية,الظهران,جامعة,جامعة الملك فهد للبترول والمعادن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,منتظم,ذكر,غير سعودي,7
1/1/2017,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,منتظم,ذكر,سعودي,23
1/1/2014,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الصحة والرفاة,الصحة,الصيدلة,منتظم,ذكر,سعودي,7
1/1/2016,دراسات عليا,دبلوم عالي,جامعات حكومية,الشرقية,الإحساء,جامعة,جامعة الملك فيصل,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,منتظم,أنثى,سعودي,273
1/1/2013,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الأميرة نورة بنت عبدالرحمن,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,منتظم,أنثى,سعودي,87
1/1/2017,دراسات عليا,ماجستير,جامعات وكليات أهلية,الرياض,الرياض,جامعة,جامعة رياض العلم,الصحة والرفاة,الصحة,دراسات طب الأسنان,منتظم,ذكر,سعودي,20
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,منتظم,أنثى,سعودي,231
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الإحساء,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,البيولوجيا,منتظم,ذكر,سعودي,518
1/1/2014,بكالوريوس,بكالوريوس,مؤسسات التعليم العالي الأخرى,الشرقية,الظهران,كلية,كلية الأمير سلطان العسكرية للعلوم الصحية بالظهران,الصحة والرفاة,الصحة,التشخيص الطبي وتكنولوجيا العلاج,منتظم,ذكر,سعودي,50
1/1/2013,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,البرامج والمؤهلات العامة,موازي,أنثى,سعودي,186
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,رابغ,جامعة,جامعة الملك عبدالعزيز,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتسب,ذكر,غير سعودي,89
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,منتظم,أنثى,غير سعودي,1
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,الصحة والرفاة,الصحة,دراسات طب الأسنان,منتظم,ذكر,سعودي,8
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,المدينة المنورة,المدينة المنورة,جامعة,جامعة طيبة,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,موازي,أنثى,سعودي,7
1/1/2015,دراسات عليا,دبلوم عالي,جامعات حكومية,الرياض,عفيف,جامعة,جامعة شقراء,التعليم,التعليم,علم التربية,منتظم,أنثى,سعودي,2
